 avg_rating,father,grandfather,price,ratings,sum_rating,super_father,title
0,烧水壶,锅具壶具,￥178.52,,,厨具、家居,
0,锅具套装,锅具壶具,"￥1,502.41",,,厨具、家居,
0,餐具套餐,餐具,￥37.00,,,厨具、家居,
0,儿童餐具,餐具,￥273.01,,,厨具、家居,
0,碗,餐具,￥227.22,,,厨具、家居,
0,盘,餐具,￥195.25,,,厨具、家居,
0,煎锅,锅具壶具,￥604.60,,,厨具、家居,
0,蒸锅,锅具壶具,￥159.00,,,厨具、家居,
0,奶锅,锅具壶具,￥227.80,,,厨具、家居,
0,砂锅,锅具壶具,￥195.50,,,厨具、家居,
0,高压锅,锅具壶具,￥649.00,,,厨具、家居,
0,烧水壶,锅具壶具,￥268.00,,,厨具、家居,
0,锅具套装,锅具壶具,￥464.67,,,厨具、家居,
0,餐具套餐,餐具,￥992.67,,,厨具、家居,
0,儿童餐具,餐具,￥595.58,,,厨具、家居,
0,碗,餐具,￥160.18,,,厨具、家居,
0,煎锅,锅具壶具,￥204.82,,,厨具、家居,
0,蒸锅,锅具壶具,￥298.00,,,厨具、家居,
0,奶锅,锅具壶具,￥80.50,,,厨具、家居,
0,砂锅,锅具壶具,￥297.87,,,厨具、家居,
0,高压锅,锅具壶具,"￥1,057.26",,,厨具、家居,
0,烧水壶,锅具壶具,￥473.38,,,厨具、家居,
0,锅具套装,锅具壶具,￥302.98,,,厨具、家居,
0,餐具套餐,餐具,￥488.00,,,厨具、家居,
0,儿童餐具,餐具,￥101.61,,,厨具、家居,
0,碗,餐具,￥114.32,,,厨具、家居,
0,煎锅,锅具壶具,￥412.81,,,厨具、家居,
0,蒸锅,锅具壶具,￥257.43,,,厨具、家居,
0,奶锅,锅具壶具,"￥1,019.69",,,厨具、家居,
0,砂锅,锅具壶具,￥190.48,,,厨具、家居,
0,高压锅,锅具壶具,￥967.66,,,厨具、家居,
0,烧水壶,锅具壶具,￥726.95,,,厨具、家居,
0,锅具套装,锅具壶具,"￥4,039.65",,,厨具、家居,
0,餐具套餐,餐具,"￥1,175.85",,,厨具、家居,
0,儿童餐具,餐具,￥50.98,,,厨具、家居,
0,炒锅,锅具壶具,￥472.87,,,厨具、家居,
0,煎锅,锅具壶具,￥281.10,,,厨具、家居,
0,蒸锅,锅具壶具,"￥1,091.74",,,厨具、家居,
0,奶锅,锅具壶具,￥321.74,,,厨具、家居,
0,砂锅,锅具壶具,￥490.66,,,厨具、家居,
0,高压锅,锅具壶具,"￥1,244.05",,,厨具、家居,
0,烧水壶,锅具壶具,￥220.09,,,厨具、家居,
0,锅具套装,锅具壶具,￥560.29,,,厨具、家居,
0,餐具套餐,餐具,￥134.76,,,厨具、家居,
0,儿童餐具,餐具,￥89.45,,,厨具、家居,
0,炒锅,锅具壶具,￥299.00,,,厨具、家居,
0,煎锅,锅具壶具,￥256.88,,,厨具、家居,
0,蒸锅,锅具壶具,￥400.17,,,厨具、家居,
0,奶锅,锅具壶具,￥362.10,,,厨具、家居,
0,砂锅,锅具壶具,￥713.94,,,厨具、家居,
0,高压锅,锅具壶具,￥654.40,,,厨具、家居,
0,烧水壶,锅具壶具,￥233.52,,,厨具、家居,
0,锅具套装,锅具壶具,￥885.95,,,厨具、家居,
0,餐具套餐,餐具,￥260.09,,,厨具、家居,
0,儿童餐具,餐具,￥119.89,,,厨具、家居,
0,汤锅,锅具壶具,￥772.72,,,厨具、家居,
0,炒锅,锅具壶具,￥328.00,,,厨具、家居,
0,煎锅,锅具壶具,￥743.87,,,厨具、家居,
0,蒸锅,锅具壶具,"￥1,085.71",,,厨具、家居,
0,奶锅,锅具壶具,￥269.00,,,厨具、家居,
0,砂锅,锅具壶具,"￥1,045.33",,,厨具、家居,
0,高压锅,锅具壶具,"￥1,018.25",,,厨具、家居,
0,烧水壶,锅具壶具,￥277.54,,,厨具、家居,
0,锅具套装,锅具壶具,￥295.79,,,厨具、家居,
0,餐具套餐,餐具,￥639.56,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,752.87",,,厨具、家居,
0,炒锅,锅具壶具,￥196.00,,,厨具、家居,
0,煎锅,锅具壶具,￥239.41,,,厨具、家居,
0,蒸锅,锅具壶具,"￥1,005.58",,,厨具、家居,
0,奶锅,锅具壶具,￥318.00,,,厨具、家居,
0,砂锅,锅具壶具,￥563.58,,,厨具、家居,
0,高压锅,锅具壶具,"￥1,157.04",,,厨具、家居,
0,烧水壶,锅具壶具,￥172.63,,,厨具、家居,
0,锅具套装,锅具壶具,"￥1,941.27",,,厨具、家居,
0,餐具套餐,餐具,￥79.89,,,厨具、家居,
0,水具套装,水杯水具,￥368.00,,,厨具、家居,
0,汤锅,锅具壶具,￥463.01,,,厨具、家居,
0,炒锅,锅具壶具,￥219.00,,,厨具、家居,
0,煎锅,锅具壶具,￥69.35,,,厨具、家居,
0,蒸锅,锅具壶具,￥579.00,,,厨具、家居,
0,奶锅,锅具壶具,￥249.51,,,厨具、家居,
0,砂锅,锅具壶具,￥355.04,,,厨具、家居,
0,高压锅,锅具壶具,￥480.90,,,厨具、家居,
0,烧水壶,锅具壶具,￥229.43,,,厨具、家居,
0,锅具套装,锅具壶具,"￥3,108.21",,,厨具、家居,
0,水具套装,水杯水具,￥305.92,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,025.11",,,厨具、家居,
0,炒锅,锅具壶具,￥465.18,,,厨具、家居,
0,煎锅,锅具壶具,￥739.88,,,厨具、家居,
0,蒸锅,锅具壶具,￥357.95,,,厨具、家居,
0,奶锅,锅具壶具,￥159.61,,,厨具、家居,
0,砂锅,锅具壶具,"￥1,378.89",,,厨具、家居,
0,高压锅,锅具壶具,￥322.07,,,厨具、家居,
0,烧水壶,锅具壶具,￥799.00,,,厨具、家居,
0,锅具套装,锅具壶具,￥231.11,,,厨具、家居,
0,冷水壶,水杯水具,￥141.33,,,厨具、家居,
0,水具套装,水杯水具,￥59.00,,,厨具、家居,
0,汤锅,锅具壶具,￥832.26,,,厨具、家居,
0,炒锅,锅具壶具,￥254.56,,,厨具、家居,
0,煎锅,锅具壶具,￥542.08,,,厨具、家居,
0,蒸锅,锅具壶具,￥176.59,,,厨具、家居,
0,奶锅,锅具壶具,￥384.13,,,厨具、家居,
0,砂锅,锅具壶具,￥174.83,,,厨具、家居,
0,高压锅,锅具壶具,￥369.00,,,厨具、家居,
0,烧水壶,锅具壶具,￥188.38,,,厨具、家居,
0,锅具套装,锅具壶具,"￥1,951.17",,,厨具、家居,
0,冷水壶,水杯水具,￥149.80,,,厨具、家居,
0,水具套装,水杯水具,￥206.47,,,厨具、家居,
0,汤锅,锅具壶具,￥199.69,,,厨具、家居,
0,炒锅,锅具壶具,￥168.00,,,厨具、家居,
0,煎锅,锅具壶具,￥203.87,,,厨具、家居,
0,蒸锅,锅具壶具,￥273.78,,,厨具、家居,
0,奶锅,锅具壶具,￥563.73,,,厨具、家居,
0,砂锅,锅具壶具,￥346.12,,,厨具、家居,
0,高压锅,锅具壶具,￥880.25,,,厨具、家居,
0,烧水壶,锅具壶具,￥223.51,,,厨具、家居,
0,冷水壶,水杯水具,￥119.04,,,厨具、家居,
0,水具套装,水杯水具,￥139.81,,,厨具、家居,
0,汤锅,锅具壶具,￥949.41,,,厨具、家居,
0,炒锅,锅具壶具,￥229.00,,,厨具、家居,
0,煎锅,锅具壶具,￥259.78,,,厨具、家居,
0,蒸锅,锅具壶具,￥573.33,,,厨具、家居,
0,奶锅,锅具壶具,￥239.00,,,厨具、家居,
0,砂锅,锅具壶具,￥491.67,,,厨具、家居,
0,高压锅,锅具壶具,"￥1,027.59",,,厨具、家居,
0,烧水壶,锅具壶具,￥530.67,,,厨具、家居,
0,保温壶,水杯水具,￥296.94,,,厨具、家居,
0,冷水壶,水杯水具,￥91.01,,,厨具、家居,
0,水具套装,水杯水具,￥89.00,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,373.53",,,厨具、家居,
0,炒锅,锅具壶具,￥178.04,,,厨具、家居,
0,煎锅,锅具壶具,￥319.31,,,厨具、家居,
0,蒸锅,锅具壶具,￥359.00,,,厨具、家居,
0,奶锅,锅具壶具,￥128.00,,,厨具、家居,
0,砂锅,锅具壶具,￥407.33,,,厨具、家居,
0,高压锅,锅具壶具,￥448.00,,,厨具、家居,
0,保温壶,水杯水具,￥245.34,,,厨具、家居,
0,冷水壶,水杯水具,￥83.83,,,厨具、家居,
0,水具套装,水杯水具,￥277.36,,,厨具、家居,
0,汤锅,锅具壶具,￥432.92,,,厨具、家居,
0,炒锅,锅具壶具,￥319.40,,,厨具、家居,
0,煎锅,锅具壶具,￥192.87,,,厨具、家居,
0,蒸锅,锅具壶具,￥248.00,,,厨具、家居,
0,奶锅,锅具壶具,￥109.00,,,厨具、家居,
0,砂锅,锅具壶具,"￥1,080.32",,,厨具、家居,
0,高压锅,锅具壶具,￥744.92,,,厨具、家居,
0,玻璃杯,水杯水具,￥276.29,,,厨具、家居,
0,保温壶,水杯水具,￥111.83,,,厨具、家居,
0,冷水壶,水杯水具,￥63.79,,,厨具、家居,
0,水具套装,水杯水具,￥282.20,,,厨具、家居,
0,汤锅,锅具壶具,￥931.41,,,厨具、家居,
0,炒锅,锅具壶具,￥424.92,,,厨具、家居,
0,煎锅,锅具壶具,￥158.31,,,厨具、家居,
0,蒸锅,锅具壶具,￥869.33,,,厨具、家居,
0,奶锅,锅具壶具,￥143.00,,,厨具、家居,
0,砂锅,锅具壶具,￥264.70,,,厨具、家居,
0,高压锅,锅具壶具,￥383.56,,,厨具、家居,
0,玻璃杯,水杯水具,￥175.88,,,厨具、家居,
0,保温壶,水杯水具,￥170.89,,,厨具、家居,
0,冷水壶,水杯水具,￥788.55,,,厨具、家居,
0,水具套装,水杯水具,￥108.00,,,厨具、家居,
0,汤锅,锅具壶具,￥939.14,,,厨具、家居,
0,炒锅,锅具壶具,￥199.00,,,厨具、家居,
0,煎锅,锅具壶具,￥379.56,,,厨具、家居,
0,蒸锅,锅具壶具,￥195.92,,,厨具、家居,
0,奶锅,锅具壶具,￥139.00,,,厨具、家居,
0,砂锅,锅具壶具,￥159.00,,,厨具、家居,
0,马克杯,水杯水具,￥135.43,,,厨具、家居,
0,玻璃杯,水杯水具,￥119.00,,,厨具、家居,
0,保温壶,水杯水具,￥235.89,,,厨具、家居,
0,冷水壶,水杯水具,￥350.82,,,厨具、家居,
0,水具套装,水杯水具,￥200.30,,,厨具、家居,
0,汤锅,锅具壶具,￥491.67,,,厨具、家居,
0,炒锅,锅具壶具,￥298.96,,,厨具、家居,
0,煎锅,锅具壶具,￥261.91,,,厨具、家居,
0,蒸锅,锅具壶具,￥279.00,,,厨具、家居,
0,奶锅,锅具壶具,￥189.00,,,厨具、家居,
0,砂锅,锅具壶具,￥279.00,,,厨具、家居,
0,马克杯,水杯水具,￥92.54 - ￥181.86,,,厨具、家居,
0,玻璃杯,水杯水具,￥244.69,,,厨具、家居,
0,保温壶,水杯水具,￥165.78,,,厨具、家居,
0,冷水壶,水杯水具,"￥1,078.95",,,厨具、家居,
0,水具套装,水杯水具,￥99.00,,,厨具、家居,
0,汤锅,锅具壶具,￥958.84,,,厨具、家居,
0,炒锅,锅具壶具,￥499.00,,,厨具、家居,
0,煎锅,锅具壶具,￥212.12,,,厨具、家居,
0,蒸锅,锅具壶具,￥334.18,,,厨具、家居,
0,奶锅,锅具壶具,￥248.05,,,厨具、家居,
0,砂锅,锅具壶具,￥409.70,,,厨具、家居,
0,随行杯,水杯水具,￥252.28,,,厨具、家居,
0,马克杯,水杯水具,￥98.36,,,厨具、家居,
0,玻璃杯,水杯水具,￥184.08,,,厨具、家居,
0,保温壶,水杯水具,￥239.69,,,厨具、家居,
0,冷水壶,水杯水具,￥921.20,,,厨具、家居,
0,水具套装,水杯水具,￥498.00,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,319.32",,,厨具、家居,
0,炒锅,锅具壶具,￥262.68,,,厨具、家居,
0,煎锅,锅具壶具,￥108.65,,,厨具、家居,
0,蒸锅,锅具壶具,￥189.00,,,厨具、家居,
0,奶锅,锅具壶具,￥119.00,,,厨具、家居,
0,随行杯,水杯水具,￥201.86,,,厨具、家居,
0,马克杯,水杯水具,￥129.84,,,厨具、家居,
0,玻璃杯,水杯水具,￥158.34,,,厨具、家居,
0,保温壶,水杯水具,￥324.60,,,厨具、家居,
0,冷水壶,水杯水具,￥290.25,,,厨具、家居,
0,水具套装,水杯水具,￥280.00,,,厨具、家居,
0,汤锅,锅具壶具,￥199.52,,,厨具、家居,
0,炒锅,锅具壶具,￥441.46,,,厨具、家居,
0,煎锅,锅具壶具,￥166.03,,,厨具、家居,
0,蒸锅,锅具壶具,￥111.21,,,厨具、家居,
0,奶锅,锅具壶具,￥263.09,,,厨具、家居,
0,保温杯,水杯水具,￥242.87,,,厨具、家居,
0,随行杯,水杯水具,￥120.94,,,厨具、家居,
0,马克杯,水杯水具,￥703.95,,,厨具、家居,
0,玻璃杯,水杯水具,￥118.84,,,厨具、家居,
0,保温壶,水杯水具,￥163.43,,,厨具、家居,
0,冷水壶,水杯水具,￥125.99,,,厨具、家居,
0,水具套装,水杯水具,￥483.39,,,厨具、家居,
0,汤锅,锅具壶具,￥829.50,,,厨具、家居,
0,炒锅,锅具壶具,￥286.05,,,厨具、家居,
0,煎锅,锅具壶具,￥720.50,,,厨具、家居,
0,蒸锅,锅具壶具,￥73.56,,,厨具、家居,
0,保温杯,水杯水具,￥107.90,,,厨具、家居,
0,随行杯,水杯水具,￥103.54,,,厨具、家居,
0,马克杯,水杯水具,￥339.00,,,厨具、家居,
0,玻璃杯,水杯水具,"￥1,178.46",,,厨具、家居,
0,保温壶,水杯水具,￥404.77,,,厨具、家居,
0,冷水壶,水杯水具,￥119.61,,,厨具、家居,
0,水具套装,水杯水具,￥830.03,,,厨具、家居,
0,汤锅,锅具壶具,￥450.33,,,厨具、家居,
0,炒锅,锅具壶具,￥324.18,,,厨具、家居,
0,煎锅,锅具壶具,￥225.33,,,厨具、家居,
0,蒸锅,锅具壶具,￥104.16,,,厨具、家居,
0,保温杯,水杯水具,￥108.37,,,厨具、家居,
0,随行杯,水杯水具,￥118.18,,,厨具、家居,
0,马克杯,水杯水具,￥503.44,,,厨具、家居,
0,玻璃杯,水杯水具,￥186.50,,,厨具、家居,
0,保温壶,水杯水具,￥252.30,,,厨具、家居,
0,冷水壶,水杯水具,￥462.25,,,厨具、家居,
0,水具套装,水杯水具,￥170.00,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,757.75",,,厨具、家居,
0,炒锅,锅具壶具,￥158.45,,,厨具、家居,
0,煎锅,锅具壶具,￥148.64,,,厨具、家居,
0,足部护理,其它分类,￥55.88,,,美妆、个护健康,
0,保温杯,水杯水具,￥127.31,,,厨具、家居,
0,随行杯,水杯水具,￥93.46,,,厨具、家居,
0,马克杯,水杯水具,￥157.76,,,厨具、家居,
0,玻璃杯,水杯水具,￥327.82,,,厨具、家居,
0,保温壶,水杯水具,￥229.00,,,厨具、家居,
0,冷水壶,水杯水具,￥228.89,,,厨具、家居,
0,水具套装,水杯水具,￥426.53,,,厨具、家居,
0,汤锅,锅具壶具,￥326.38,,,厨具、家居,
0,炒锅,锅具壶具,￥456.03,,,厨具、家居,
0,煎锅,锅具壶具,￥269.19,,,厨具、家居,
0,足部护理,其它分类,￥268.00,,,美妆、个护健康,
0,按摩器械,其它分类,"￥1,046.42",,,美妆、个护健康,
0,保温杯,水杯水具,￥137.11,,,厨具、家居,
0,随行杯,水杯水具,￥94.56,,,厨具、家居,
0,马克杯,水杯水具,￥328.51,,,厨具、家居,
0,玻璃杯,水杯水具,￥83.99,,,厨具、家居,
0,保温壶,水杯水具,￥81.68,,,厨具、家居,
0,冷水壶,水杯水具,￥68.00,,,厨具、家居,
0,水具套装,水杯水具,￥175.69,,,厨具、家居,
0,汤锅,锅具壶具,￥232.67,,,厨具、家居,
0,炒锅,锅具壶具,￥841.22,,,厨具、家居,
0,足部护理,其它分类,￥26.00,,,美妆、个护健康,
0,按摩器械,其它分类,￥66.38,,,美妆、个护健康,
0,保温杯,水杯水具,￥184.82,,,厨具、家居,
0,随行杯,水杯水具,￥78.19,,,厨具、家居,
0,马克杯,水杯水具,￥221.79,,,厨具、家居,
0,玻璃杯,水杯水具,￥243.10,,,厨具、家居,
0,保温壶,水杯水具,￥145.05,,,厨具、家居,
0,冷水壶,水杯水具,￥69.00,,,厨具、家居,
0,水具套装,水杯水具,￥299.00,,,厨具、家居,
0,汤锅,锅具壶具,￥188.00,,,厨具、家居,
0,炒锅,锅具壶具,￥178.00,,,厨具、家居,
0,老年用品,其它分类,￥187.26,,,美妆、个护健康,
0,足部护理,其它分类,￥82.06,,,美妆、个护健康,
0,按摩器械,其它分类,￥152.24,,,美妆、个护健康,
0,保温杯,水杯水具,￥273.00,,,厨具、家居,
0,随行杯,水杯水具,￥172.61,,,厨具、家居,
0,马克杯,水杯水具,￥203.76,,,厨具、家居,
0,玻璃杯,水杯水具,￥81.39,,,厨具、家居,
0,保温壶,水杯水具,"￥1,425.00",,,厨具、家居,
0,冷水壶,水杯水具,￥168.00,,,厨具、家居,
0,水具套装,水杯水具,￥198.00,,,厨具、家居,
0,汤锅,锅具壶具,￥299.00,,,厨具、家居,
0,炒锅,锅具壶具,￥338.63,,,厨具、家居,
0,老年用品,其它分类,￥200.60,,,美妆、个护健康,
0,足部护理,其它分类,￥47.60,,,美妆、个护健康,
0,按摩器械,其它分类,￥338.61,,,美妆、个护健康,
0,保温杯,水杯水具,￥188.08,,,厨具、家居,
0,随行杯,水杯水具,￥83.58,,,厨具、家居,
0,马克杯,水杯水具,￥143.14,,,厨具、家居,
0,玻璃杯,水杯水具,￥209.37,,,厨具、家居,
0,保温壶,水杯水具,￥174.06,,,厨具、家居,
0,冷水壶,水杯水具,"￥1,136.04",,,厨具、家居,
0,水具套装,水杯水具,￥498.00,,,厨具、家居,
0,汤锅,锅具壶具,"￥1,341.99",,,厨具、家居,
0,眼睛护理,其它分类,￥498.00,,,美妆、个护健康,
0,老年用品,其它分类,￥65.00,,,美妆、个护健康,
0,足部护理,其它分类,￥100.50,,,美妆、个护健康,
0,按摩器械,其它分类,￥150.71,,,美妆、个护健康,
0,保温杯,水杯水具,￥133.02,,,厨具、家居,
0,随行杯,水杯水具,￥133.93,,,厨具、家居,
0,马克杯,水杯水具,￥276.22,,,厨具、家居,
0,玻璃杯,水杯水具,￥170.87,,,厨具、家居,
0,保温壶,水杯水具,￥228.00,,,厨具、家居,
0,冷水壶,水杯水具,￥119.72,,,厨具、家居,
0,水具套装,水杯水具,￥104.12,,,厨具、家居,
0,汤锅,锅具壶具,￥732.45,,,厨具、家居,
0,眼睛护理,其它分类,￥296.92,,,美妆、个护健康,
0,老年用品,其它分类,￥348.75 - ￥988.20,,,美妆、个护健康,
0,足部护理,其它分类,￥86.27,,,美妆、个护健康,
0,按摩器械,其它分类,￥372.27,,,美妆、个护健康,
0,保温杯,水杯水具,￥109.48,,,厨具、家居,
0,随行杯,水杯水具,￥69.42,,,厨具、家居,
0,马克杯,水杯水具,￥105.64,,,厨具、家居,
0,玻璃杯,水杯水具,￥131.73,,,厨具、家居,
0,保温壶,水杯水具,￥242.09,,,厨具、家居,
0,冷水壶,水杯水具,￥183.62,,,厨具、家居,
0,水具套装,水杯水具,￥477.45,,,厨具、家居,
0,女士卫生护理,其它分类,￥300.33,,,美妆、个护健康,
0,眼睛护理,其它分类,"￥1,857.69",,,美妆、个护健康,
0,老年用品,其它分类,￥64.72,,,美妆、个护健康,
0,足部护理,其它分类,￥139.45,,,美妆、个护健康,
0,按摩器械,其它分类,￥154.96,,,美妆、个护健康,
0,保温杯,水杯水具,￥170.42,,,厨具、家居,
0,随行杯,水杯水具,￥193.40,,,厨具、家居,
0,马克杯,水杯水具,￥130.95,,,厨具、家居,
0,玻璃杯,水杯水具,￥133.96,,,厨具、家居,
0,保温壶,水杯水具,￥239.36,,,厨具、家居,
0,冷水壶,水杯水具,￥264.99,,,厨具、家居,
0,水具套装,水杯水具,￥598.00,,,厨具、家居,
0,女士卫生护理,其它分类,￥96.71,,,美妆、个护健康,
0,眼睛护理,其它分类,"￥705.54 - ￥1,093.60",,,美妆、个护健康,
0,老年用品,其它分类,￥216.68,,,美妆、个护健康,
0,足部护理,其它分类,￥91.87,,,美妆、个护健康,
0,按摩器械,其它分类,￥197.62,,,美妆、个护健康,
0,保温杯,水杯水具,￥180.47,,,厨具、家居,
0,随行杯,水杯水具,￥276.22,,,厨具、家居,
0,马克杯,水杯水具,￥118.25,,,厨具、家居,
0,玻璃杯,水杯水具,￥138.08,,,厨具、家居,
0,保温壶,水杯水具,￥172.61,,,厨具、家居,
0,冷水壶,水杯水具,￥852.93,,,厨具、家居,
0,洗碗机专用,其它分类,￥199.52,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥99.17,,,美妆、个护健康,
0,眼睛护理,其它分类,￥988.49,,,美妆、个护健康,
0,老年用品,其它分类,￥107.68,,,美妆、个护健康,
0,足部护理,其它分类,￥97.32,,,美妆、个护健康,
0,按摩器械,其它分类,"￥1,280.00",,,美妆、个护健康,
0,保温杯,水杯水具,￥109.58,,,厨具、家居,
0,随行杯,水杯水具,￥88.28 - ￥403.85,,,厨具、家居,
0,马克杯,水杯水具,￥101.33,,,厨具、家居,
0,玻璃杯,水杯水具,￥297.22,,,厨具、家居,
0,保温壶,水杯水具,￥256.88,,,厨具、家居,
0,冷水壶,水杯水具,￥193.33,,,厨具、家居,
0,洗碗机专用,其它分类,￥199.52,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥101.63,,,美妆、个护健康,
0,眼睛护理,其它分类,￥408.70,,,美妆、个护健康,
0,老年用品,其它分类,￥152.37,,,美妆、个护健康,
0,足部护理,其它分类,￥141.18,,,美妆、个护健康,
0,按摩器械,其它分类,￥468.73,,,美妆、个护健康,
0,保温杯,水杯水具,￥198.85,,,厨具、家居,
0,随行杯,水杯水具,￥170.33,,,厨具、家居,
0,马克杯,水杯水具,￥100.63,,,厨具、家居,
0,玻璃杯,水杯水具,￥103.54,,,厨具、家居,
0,保温壶,水杯水具,￥314.58,,,厨具、家居,
0,驱蚊杀虫,其它分类,￥155.81,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥138.09,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥466.98,,,美妆、个护健康,
0,眼睛护理,其它分类,￥148.57,,,美妆、个护健康,
0,老年用品,其它分类,￥964.69,,,美妆、个护健康,
0,足部护理,其它分类,￥65.62,,,美妆、个护健康,
0,按摩器械,其它分类,￥119.00,,,美妆、个护健康,
0,保温杯,水杯水具,￥131.39,,,厨具、家居,
0,随行杯,水杯水具,￥89.31,,,厨具、家居,
0,马克杯,水杯水具,￥74.36,,,厨具、家居,
0,玻璃杯,水杯水具,￥52.77,,,厨具、家居,
0,保温壶,水杯水具,￥80.12,,,厨具、家居,
0,驱蚊杀虫,其它分类,￥66.99,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥147.90,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥105.17,,,美妆、个护健康,
0,眼睛护理,其它分类,￥202.65 - ￥925.95,,,美妆、个护健康,
0,老年用品,其它分类,￥85.95,,,美妆、个护健康,
0,足部护理,其它分类,￥108.00,,,美妆、个护健康,
0,按摩器械,其它分类,"￥1,280.00",,,美妆、个护健康,
0,保温杯,水杯水具,￥136.49,,,厨具、家居,
0,随行杯,水杯水具,￥82.82,,,厨具、家居,
0,马克杯,水杯水具,￥88.69,,,厨具、家居,
0,玻璃杯,水杯水具,￥292.53,,,厨具、家居,
0,保温壶,水杯水具,￥207.15,,,厨具、家居,
0,驱蚊杀虫,其它分类,￥57.39,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥142.08,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥190.16,,,美妆、个护健康,
0,眼睛护理,其它分类,￥426.03 - ￥431.09,,,美妆、个护健康,
0,老年用品,其它分类,"￥1,228.00",,,美妆、个护健康,
0,足部护理,其它分类,￥279.92 - ￥376.10,,,美妆、个护健康,
0,按摩器械,其它分类,"￥1,248.57",,,美妆、个护健康,
0,保温杯,水杯水具,￥157.79,,,厨具、家居,
0,随行杯,水杯水具,￥148.57 - ￥185.73,,,厨具、家居,
0,马克杯,水杯水具,￥17.60,,,厨具、家居,
0,玻璃杯,水杯水具,￥128.91,,,厨具、家居,
0,家用清洁剂,其它分类,￥253.00,,,美妆、个护健康,
0,驱蚊杀虫,其它分类,￥460.66,,,美妆、个护健康,
0,洗碗机专用,其它分类,,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥95.25,,,美妆、个护健康,
0,眼睛护理,其它分类,"￥971.51 - ￥1,374.55",,,美妆、个护健康,
0,老年用品,其它分类,￥22.90,,,美妆、个护健康,
0,足部护理,其它分类,￥69.63,,,美妆、个护健康,
0,按摩器械,其它分类,￥152.24,,,美妆、个护健康,
0,保温杯,水杯水具,￥206.84,,,厨具、家居,
0,随行杯,水杯水具,￥70.04,,,厨具、家居,
0,马克杯,水杯水具,￥540.86,,,厨具、家居,
0,玻璃杯,水杯水具,￥448.97,,,厨具、家居,
0,家用清洁剂,其它分类,￥99.00,,,美妆、个护健康,
0,驱蚊杀虫,其它分类,￥114.73,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥160.01,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥75.43,,,美妆、个护健康,
0,眼睛护理,其它分类,￥166.79,,,美妆、个护健康,
0,老年用品,其它分类,￥539.00,,,美妆、个护健康,
0,足部护理,其它分类,￥66.91 - ￥66.95,,,美妆、个护健康,
0,按摩器械,其它分类,￥518.65,,,美妆、个护健康,
0,保温杯,水杯水具,￥131.65,,,厨具、家居,
0,随行杯,水杯水具,￥82.82,,,厨具、家居,
0,马克杯,水杯水具,￥63.14,,,厨具、家居,
0,衣物清洁,其它分类,￥451.53,,,美妆、个护健康,
0,家用清洁剂,其它分类,￥162.77,,,美妆、个护健康,
0,驱蚊杀虫,其它分类,￥94.85,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥29.98,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥194.99,,,美妆、个护健康,
0,眼睛护理,其它分类,￥918.34,,,美妆、个护健康,
0,老年用品,其它分类,￥449.80,,,美妆、个护健康,
0,足部护理,其它分类,￥172.34 - ￥172.57,,,美妆、个护健康,
0,保温杯,水杯水具,￥147.86,,,厨具、家居,
0,随行杯,水杯水具,￥172.68,,,厨具、家居,
0,马克杯,水杯水具,￥145.25,,,厨具、家居,
0,衣物清洁,其它分类,￥93.03,,,美妆、个护健康,
0,家用清洁剂,其它分类,￥97.84,,,美妆、个护健康,
0,驱蚊杀虫,其它分类,￥79.00,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥45.59,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥94.85,,,美妆、个护健康,
0,眼睛护理,其它分类,,,,美妆、个护健康,
0,老年用品,其它分类,￥238.05,,,美妆、个护健康,
0,足部护理,其它分类,￥179.45 - ￥199.97,,,美妆、个护健康,
0,保温杯,水杯水具,￥170.89,,,厨具、家居,
0,随行杯,水杯水具,￥177.66,,,厨具、家居,
0,日用清洁,其它分类,￥98.46,,,美妆、个护健康,
0,衣物清洁,其它分类,￥91.50,,,美妆、个护健康,
0,家用清洁剂,其它分类,￥148.42,,,美妆、个护健康,
0,驱蚊杀虫,其它分类,￥113.22,,,美妆、个护健康,
0,洗碗机专用,其它分类,￥122.90,,,美妆、个护健康,
0,女士卫生护理,其它分类,￥323.95,,,美妆、个护健康,
0,眼睛护理,其它分类,,,,美妆、个护健康,
0,老年用品,其它分类,￥129.20,,,美妆、个护健康,
0,足部护理,其它分类,￥105.82,,,美妆、个护健康,
